index,lat_deg,lon_deg,cumulative_surface_distance_km,cumulative_flight_distance_km,density_kg_m3,temperature_k
124,73.431020,4.205719,1612.486,1617.886,0.06820946,213.162
125,73.536193,4.021364,1625.552,1630.996,0.06819974,213.161
126,73.641281,3.835525,1638.615,1644.102,0.06819029,213.160
127,73.746282,3.648192,1651.673,1657.205,0.06818065,213.159
128,73.851199,3.459352,1664.728,1670.303,0.06817101,213.158
129,73.956032,3.268993,1677.779,1683.397,0.06816149,213.157
130,74.060780,3.077104,1690.825,1696.488,0.06815204,213.157
131,74.165445,2.883672,1703.868,1709.574,0.06814253,213.156
132,74.270028,2.688684,1716.907,1722.657,0.06813309,213.156
133,74.374528,2.492127,1729.942,1735.735,0.06812358,213.156
134,74.478947,2.293986,1742.972,1748.809,0.06811433,213.156
135,74.583285,2.094249,1755.999,1761.880,0.06810489,213.156
136,74.687543,1.892900,1769.022,1774.946,0.06809559,213.157
137,74.791722,1.689925,1782.040,1788.008,0.06808622,213.157
138,74.895823,1.485308,1795.055,1801.066,0.06807705,213.158
139,74.999845,1.279033,1808.065,1814.120,0.06806774,213.159
140,75.103791,1.071084,1821.071,1827.170,0.06805845,213.160
141,75.207661,0.861445,1834.074,1840.216,0.06804921,213.161
142,75.311455,0.650097,1847.072,1853.258,0.06804006,213.163
143,75.415175,0.437022,1860.067,1866.296,0.06803075,213.164
144,75.518822,0.222204,1873.057,1879.330,0.06802166,213.166
145,75.622396,0.005621,1886.044,1892.360,0.06801262,213.168
146,75.725899,-0.212746,1899.027,1905.386,0.06800347,213.170
147,75.829331,-0.432916,1912.006,1918.409,0.06799439,213.172
148,75.932694,-0.654912,1924.981,1931.428,0.06798522,213.175
149,76.035988,-0.878754,1937.952,1944.442,0.06797613,213.177
150,76.139215,-1.104465,1950.920,1957.454,0.06796725,213.180
151,76.242375,-1.332069,1963.885,1970.461,0.06795822,213.183
152,76.345470,-1.561589,1976.845,1983.466,0.06794921,213.186
153,76.448500,-1.793051,1989.803,1996.466,0.06794032,213.189
154,76.551468,-2.026480,2002.757,2009.464,0.06793131,213.193
155,76.654373,-2.261902,2015.707,2022.458,0.06792242,213.196
156,76.757218,-2.499345,2028.655,2035.449,0.06791341,213.200
157,76.860003,-2.738838,2041.599,2048.436,0.06790446,213.204
158,76.962730,-2.980410,2054.541,2061.421,0.06789560,213.209
159,77.065400,-3.224092,2067.479,2074.403,0.06788679,213.213
160,77.168014,-3.469915,2080.415,2087.382,0.06787785,213.217
161,77.270573,-3.717912,2093.348,2100.359,0.06786891,213.222
162,77.373078,-3.968118,2106.279,2113.333,0.06786017,213.227
163,77.475532,-4.220567,2119.207,2126.304,0.06785137,213.232
164,77.577935,-4.475296,2132.133,2139.273,0.06784251,213.238
165,77.680288,-4.732342,2145.057,2152.241,0.06783383,213.243
166,77.782593,-4.991747,2157.979,2165.206,0.06782497,213.249
167,77.884851,-5.253549,2170.899,2178.169,0.06781626,213.254
168,77.987064,-5.517792,2183.817,2191.131,0.06780747,213.261
169,78.089232,-5.784519,2196.734,2204.091,0.06779866,213.267
170,78.191357,-6.053777,2209.650,2217.050,0.06779000,213.273
171,78.293441,-6.325613,2222.565,2230.008,0.06778115,213.280
172,78.395484,-6.600077,2235.478,2242.965,0.06777250,213.287
173,78.497489,-6.877219,2248.391,2255.921,0.06776384,213.293
174,78.599456,-7.157094,2261.304,2268.877,0.06775513,213.301
175,78.701386,-7.439756,2274.216,2281.832,0.06774649,213.308
176,78.803282,-7.725264,2287.128,2294.787,0.06773777,213.316
177,78.905144,-8.013679,2300.040,2307.742,0.06772913,213.323
178,79.006973,-8.305062,2312.952,2320.698,0.06772061,213.331
179,79.108771,-8.599479,2325.865,2333.654,0.06771190,213.339
180,79.210537,-8.897014,2338.779,2346.611,0.06770321,213.348
181,79.312268,-9.197766,2351.693,2359.569,0.06769470,213.356
182,79.413961,-9.501839,2364.609,2372.528,0.06768607,213.365
183,79.515611,-9.809342,2377.526,2385.488,0.06767749,213.374
184,79.617217,-10.120385,2390.444,2398.449,0.06766886,213.383
185,79.718773,-10.435084,2403.363,2411.412,0.06766023,213.392
186,79.820277,-10.753561,2416.284,2424.376,0.06765173,213.401
187,79.921724,-11.075941,2429.207,2437.342,0.06764324,213.411
188,80.023111,-11.402352,2442.131,2450.309,0.06763463,213.421
189,80.124431,-11.732929,2455.057,2463.278,0.06762600,213.431
190,80.225682,-12.067813,2467.985,2476.250,0.06761752,213.441
191,80.326859,-12.407148,2480.914,2489.223,0.06760909,213.452
192,80.427956,-12.751086,2493.846,2502.198,0.06760061,213.462
193,80.528968,-13.099784,2506.781,2515.176,0.06759219,213.473
194,80.629889,-13.453404,2519.717,2528.156,0.06758364,213.484
195,80.730715,-13.812117,2532.656,2541.138,0.06757516,213.496
196,80.831439,-14.176098,2545.598,2554.123,0.06756682,213.507
197,80.932054,-14.545533,2558.542,2567.110,0.06755827,213.519
198,81.032556,-14.920611,2571.488,2580.100,0.06754999,213.531
199,81.132935,-15.301532,2584.438,2593.093,0.06754158,213.543
200,81.233186,-15.688504,2597.390,2606.089,0.06753318,213.555
201,81.333301,-16.081742,2610.345,2619.087,0.06752484,213.567
202,81.433272,-16.481471,2623.304,2632.089,0.06751649,213.580
203,81.533092,-16.887926,2636.265,2645.094,0.06750816,213.593
204,81.632750,-17.301351,2649.230,2658.102,0.06749995,213.606
205,81.732239,-17.722001,2662.197,2671.113,0.06749162,213.620
206,81.831549,-18.150142,2675.169,2684.127,0.06748336,213.633
207,81.930670,-18.586051,2688.143,2697.145,0.06747502,213.647
208,82.029592,-19.030017,2701.121,2710.167,0.06746696,213.661
209,82.128304,-19.482342,2714.102,2723.192,0.06745863,213.675
210,82.226795,-19.943340,2727.087,2736.220,0.06745056,213.690
211,82.325052,-20.413341,2740.076,2749.252,0.06744250,213.704
212,82.423062,-20.892688,2753.069,2762.288,0.06743424,213.719
213,82.520814,-21.381738,2766.065,2775.328,0.06742611,213.734
214,82.618293,-21.880867,2779.065,2788.372,0.06741799,213.749
215,82.715484,-22.390464,2792.069,2801.419,0.06741006,213.765
216,82.812371,-22.910937,2805.076,2814.470,0.06740206,213.781
217,82.908940,-23.442713,2818.088,2827.526,0.06739394,213.797
218,83.005172,-23.986237,2831.104,2840.585,0.06738596,213.813
219,83.101050,-24.541974,2844.124,2853.649,0.06737809,213.829
220,83.196555,-25.110407,2857.148,2866.716,0.06737003,213.846
221,83.291667,-25.692045,2870.176,2879.788,0.06736224,213.862
222,83.386366,-26.287417,2883.209,2892.864,0.06735431,213.879
223,83.480628,-26.897073,2896.246,2905.945,0.06734653,213.897
224,83.574431,-27.521591,2909.287,2919.030,0.06733868,213.914
225,83.667751,-28.161571,2922.332,2932.119,0.06733095,213.932
226,83.760561,-28.817640,2935.382,2945.212,0.06732322,213.950
227,83.852834,-29.490451,2948.436,2958.310,0.06731550,213.968
228,83.944542,-30.180683,2961.495,2971.412,0.06730779,213.986
229,84.035653,-30.889044,2974.558,2984.519,0.06730013,214.005
230,84.126136,-31.616272,2987.625,2997.631,0.06729260,214.024
231,84.215957,-32.363130,3000.698,3010.747,0.06728494,214.043
232,84.305080,-33.130413,3013.774,3023.867,0.06727742,214.062
233,84.393466,-33.918943,3026.856,3036.992,0.06727003,214.081
234,84.481077,-34.729573,3039.942,3050.122,0.06726238,214.101
235,84.567869,-35.563184,3053.032,3063.257,0.06725492,214.121
236,84.653799,-36.420684,3066.128,3076.396,0.06724754,214.141
237,84.738819,-37.303010,3079.228,3089.540,0.06724007,214.161
238,84.822879,-38.211120,3092.332,3102.688,0.06723288,214.182
239,84.905927,-39.146001,3105.442,3115.842,0.06722568,214.203
240,84.987909,-40.108656,3118.556,3129.000,0.06721830,214.224
241,85.068764,-41.100107,3131.675,3142.163,0.06721117,214.245
242,85.148433,-42.121389,3144.799,3155.330,0.06720397,214.266
243,85.226851,-43.173546,3157.927,3168.503,0.06719678,214.288
244,85.303949,-44.257623,3171.060,3181.680,0.06718978,214.310
245,85.379657,-45.374661,3184.198,3194.862,0.06718266,214.332
246,85.453900,-46.525686,3197.341,3208.049,0.06717572,214.354
247,85.526599,-47.711704,3210.489,3221.241,0.06716873,214.377
248,85.597673,-48.933685,3223.642,3234.437,0.06716160,214.399
249,85.667036,-50.192552,3236.799,3247.639,0.06715479,214.422
250,85.734599,-51.489171,3249.961,3260.845,0.06714800,214.446
251,85.800269,-52.824326,3263.128,3274.056,0.06714126,214.469
252,85.863952,-54.198713,3276.300,3287.272,0.06713439,214.493
253,85.925548,-55.612910,3289.477,3300.493,0.06712772,214.517
254,85.984955,-57.067366,3302.659,3313.719,0.06712118,214.541
255,86.042069,-58.562373,3315.845,3326.950,0.06711444,214.565
256,86.096784,-60.098046,3329.036,3340.185,0.06710796,214.590
257,86.148992,-61.674301,3342.233,3353.426,0.06710149,214.614
258,86.198583,-63.290828,3355.434,3366.671,0.06709488,214.639
259,86.245448,-64.947073,3368.639,3379.921,0.06708860,214.664
260,86.289478,-66.642214,3381.850,3393.176,0.06708218,214.690
261,86.330565,-68.375144,3395.066,3406.435,0.06707577,214.715
262,86.368603,-70.144453,3408.286,3419.700,0.06706967,214.741
263,86.403489,-71.948415,3421.511,3432.969,0.06706340,214.767
264,86.435125,-73.784988,3434.741,3446.243,0.06705730,214.794
265,86.463419,-75.651802,3447.975,3459.522,0.06705121,214.820
266,86.488283,-77.546174,3461.215,3472.806,0.06704531,214.847
267,86.509638,-79.465115,3474.459,3486.095,0.06703922,214.873
268,86.527413,-81.405353,3487.708,3499.388,0.06703331,214.901
269,86.541548,-83.363359,3500.961,3512.686,0.06702735,214.928
270,86.551993,-85.335383,3514.220,3525.988,0.06702153,214.955
271,86.558707,-87.317494,3527.483,3539.296,0.06701587,214.983
272,86.561663,-89.305630,3540.750,3552.608,0.06701016,215.011
273,86.560847,-91.295647,3554.023,3565.925,0.06700459,215.039
274,86.556255,-93.283371,3567.299,3579.246,0.06699889,215.067
275,86.547897,-95.264658,3580.581,3592.572,0.06699343,215.096
276,86.535794,-97.235444,3593.867,3605.903,0.06698811,215.125
277,86.519982,-99.191796,3607.158,3619.238,0.06698266,215.154
278,86.500504,-101.129963,3620.453,3632.578,0.06697739,215.183
279,86.477417,-103.046413,3633.753,3645.922,0.06697201,215.212
280,86.450786,-104.937870,3647.057,3659.271,0.06696688,215.241
281,86.420685,-106.801343,3660.366,3672.625,0.06696174,215.271
282,86.387197,-108.634144,3673.680,3685.982,0.06695675,215.301
283,86.350410,-110.433902,3686.997,3699.345,0.06695167,215.331
284,86.310417,-112.198569,3700.319,3712.711,0.06694666,215.361
285,86.267319,-113.926416,3713.646,3726.083,0.06694179,215.392
286,86.221216,-115.616031,3726.977,3739.458,0.06693716,215.423
287,86.172213,-117.266302,3740.312,3752.838,0.06693228,215.453
288,86.120416,-118.876404,3753.652,3766.222,0.06692766,215.484
289,86.065932,-120.445781,3766.995,3779.611,0.06692310,215.516
290,86.008866,-121.974120,3780.343,3793.004,0.06691854,215.547
291,85.949324,-123.461335,3793.696,3806.401,0.06691410,215.579
292,85.887410,-124.907538,3807.052,3819.802,0.06690967,215.610
293,85.823227,-126.313020,3820.413,3833.207,0.06690536,215.642
294,85.756872,-127.678227,3833.778,3846.617,0.06690106,215.674
295,85.688445,-129.003737,3847.147,3860.030,0.06689689,215.707
296,85.618037,-130.290244,3860.519,3873.448,0.06689289,215.739
297,85.545741,-131.538531,3873.896,3886.870,0.06688863,215.772
298,85.471644,-132.749464,3887.277,3900.296,0.06688477,215.805
299,85.395830,-133.923963,3900.662,3913.725,0.06688098,215.838
300,85.318380,-135.063001,3914.051,3927.159,0.06687719,215.871
301,85.239371,-136.167580,3927.444,3940.597,0.06687345,215.904
302,85.158876,-137.238727,3940.841,3954.039,0.06686977,215.937
303,85.076966,-138.277484,3954.241,3967.484,0.06686608,215.971
304,84.993708,-139.284895,3967.646,3980.933,0.06686267,216.005
305,84.909167,-140.262003,3981.054,3994.386,0.06685930,216.039
306,84.823402,-141.209843,3994.466,4007.843,0.06685607,216.073
307,84.736471,-142.129438,4007.882,4021.304,0.06685260,216.107
308,84.648430,-143.021792,4021.301,4034.768,0.06684941,216.142
309,84.559329,-143.887889,4034.724,4048.236,0.06684645,216.176
310,84.469219,-144.728690,4048.150,4061.707,0.06684333,216.211
311,84.378146,-145.545131,4061.580,4075.182,0.06684041,216.246
312,84.286155,-146.338120,4075.014,4088.661,0.06683762,216.281
313,84.193287,-147.108539,4088.451,4102.143,0.06683489,216.316
314,84.099582,-147.857239,4101.892,4115.629,0.06683210,216.351
315,84.005077,-148.585044,4115.336,4129.118,0.06682956,216.386
316,83.909810,-149.292748,4128.783,4142.610,0.06682708,216.422
317,83.813813,-149.981116,4142.234,4156.106,0.06682447,216.457
318,83.717118,-150.650885,4155.688,4169.605,0.06682219,216.493
319,83.619757,-151.302761,4169.146,4183.108,0.06681997,216.529
320,83.521757,-151.937426,4182.606,4196.613,0.06681774,216.565
321,83.423146,-152.555533,4196.070,4210.122,0.06681570,216.601
322,83.323950,-153.157707,4209.537,4223.634,0.06681360,216.637
323,83.224194,-153.744551,4223.007,4237.150,0.06681168,216.674
324,83.123901,-154.316639,4236.481,4250.668,0.06681003,216.710
325,83.023093,-154.874524,4249.957,4264.190,0.06680805,216.747
326,82.921791,-155.418736,4263.436,4277.714,0.06680651,216.783
327,82.820015,-155.949785,4276.919,4291.242,0.06680498,216.820
328,82.717784,-156.468163,4290.404,4304.773,0.06680332,216.857
329,82.615114,-156.974338,4303.893,4318.306,0.06680210,216.894
330,82.512024,-157.468761,4317.385,4331.843,0.06680088,216.931
331,82.408530,-157.951862,4330.880,4345.384,0.06679966,216.968
332,82.304645,-158.424052,4344.378,4358.927,0.06679849,217.006
333,82.200385,-158.885727,4357.880,4372.474,0.06679752,217.043
334,82.095764,-159.337263,4371.385,4386.024,0.06679649,217.080
335,81.990794,-159.779021,4384.893,4399.577,0.06679565,217.118
336,81.885488,-160.211348,4398.404,4413.134,0.06679493,217.155
337,81.779859,-160.634574,4411.919,4426.694,0.06679427,217.193
338,81.673916,-161.049017,4425.437,4440.258,0.06679373,217.231
339,81.567671,-161.454980,4438.959,4453.825,0.06679340,217.269
340,81.461135,-161.852754,4452.484,4467.395,0.06679299,217.307
341,81.354316,-162.242618,4466.013,4480.969,0.06679258,217.345
342,81.247225,-162.624838,4479.545,4494.547,0.06679242,217.383
343,81.139870,-162.999672,4493.081,4508.128,0.06679253,217.421
344,81.032260,-163.367364,4506.620,4521.713,0.06679243,217.459
345,80.924403,-163.728149,4520.163,4535.301,0.06679253,217.497
346,80.816306,-164.082255,4533.709,4548.893,0.06679287,217.535
347,80.707978,-164.429896,4547.259,4562.488,0.06679302,217.573
348,80.599425,-164.771282,4560.813,4576.087,0.06679350,217.612
349,80.490655,-165.106611,4574.370,4589.690,0.06679422,217.650
350,80.381673,-165.436075,4587.931,4603.296,0.06679469,217.688
351,80.272487,-165.759858,4601.496,4616.906,0.06679535,217.727
352,80.163101,-166.078138,4615.064,4630.520,0.06679613,217.765
353,80.053522,-166.391083,4628.636,4644.137,0.06679711,217.804
354,79.943756,-166.698857,4642.212,4657.758,0.06679802,217.842
355,79.833808,-167.001616,4655.791,4671.383,0.06679923,217.881
356,79.723683,-167.299513,4669.374,4685.011,0.06680046,217.919
357,79.613385,-167.592691,4682.961,4698.644,0.06680168,217.958
358,79.502921,-167.881291,4696.551,4712.280,0.06680315,217.997
359,79.392293,-168.165447,4710.145,4725.919,0.06680457,218.035
360,79.281507,-168.445288,4723.743,4739.563,0.06680635,218.074
361,79.170567,-168.720939,4737.345,4753.210,0.06680795,218.112
362,79.059477,-168.992521,4750.950,4766.861,0.06680968,218.151
363,78.948241,-169.260147,4764.559,4780.516,0.06681184,218.189
364,78.836863,-169.523931,4778.172,4794.174,0.06681368,218.228
365,78.725346,-169.783979,4791.789,4807.836,0.06681578,218.267
366,78.613694,-170.040395,4805.409,4821.502,0.06681826,218.305
367,78.501910,-170.293279,4819.033,4835.172,0.06682055,218.344
368,78.389998,-170.542727,4832.661,4848.845,0.06682283,218.382
369,78.277961,-170.788833,4846.293,4862.523,0.06682543,218.420
370,78.165802,-171.031685,4859.928,4876.204,0.06682815,218.459
371,78.053524,-171.271370,4873.567,4889.888,0.06683094,218.497
372,77.941130,-171.507973,4887.210,4903.577,0.06683367,218.536
373,77.828623,-171.741574,4900.856,4917.269,0.06683671,218.574
374,77.716006,-171.972251,4914.506,4930.965,0.06683981,218.612
375,77.603280,-172.200080,4928.160,4944.664,0.06684297,218.650
376,77.490450,-172.425133,4941.818,4958.367,0.06684639,218.689
377,77.377517,-172.647481,4955.479,4972.074,0.06684980,218.727
378,77.264483,-172.867193,4969.144,4985.785,0.06685327,218.765
379,77.151352,-173.084334,4982.812,4999.499,0.06685688,218.803
380,77.038125,-173.298968,4996.484,5013.217,0.06686048,218.841
381,76.924805,-173.511156,5010.160,5026.938,0.06686447,218.878
382,76.811394,-173.720960,5023.839,5040.663,0.06686838,218.916
383,76.697894,-173.928436,5037.522,5054.392,0.06687248,218.954
384,76.584307,-174.133641,5051.208,5068.124,0.06687666,218.992
385,76.470635,-174.336629,5064.898,5081.860,0.06688088,219.029
386,76.356881,-174.537453,5078.592,5095.600,0.06688523,219.066
387,76.243045,-174.736163,5092.289,5109.342,0.06688991,219.104
388,76.129131,-174.932810,5105.989,5123.089,0.06689438,219.141
389,76.015140,-175.127441,5119.693,5136.839,0.06689912,219.178
390,75.901073,-175.320103,5133.401,5150.592,0.06690391,219.215
391,75.786932,-175.510840,5147.111,5164.349,0.06690896,219.252
392,75.672720,-175.699697,5160.826,5178.109,0.06691387,219.289
393,75.558438,-175.886717,5174.543,5191.872,0.06691912,219.325
394,75.444087,-176.071939,5188.264,5205.639,0.06692435,219.362
395,75.329670,-176.255405,5201.988,5219.409,0.06692990,219.398
396,75.215187,-176.437154,5215.716,5233.183,0.06693526,219.435
397,75.100641,-176.617222,5229.447,5246.960,0.06694093,219.471
398,74.986033,-176.795647,5243.181,5260.740,0.06694654,219.507
399,74.871364,-176.972464,5256.918,5274.523,0.06695265,219.543
400,74.756636,-177.147708,5270.659,5288.310,0.06695826,219.578
401,74.641851,-177.321413,5284.402,5302.099,0.06696443,219.614
402,74.527009,-177.493611,5298.149,5315.892,0.06697068,219.649
403,74.412113,-177.664334,5311.899,5329.688,0.06697686,219.685
404,74.297164,-177.833614,5325.652,5343.487,0.06698335,219.720
405,74.182162,-178.001479,5339.408,5357.289,0.06698984,219.755
406,74.067111,-178.167960,5353.166,5371.094,0.06699646,219.789
407,73.952010,-178.333085,5366.928,5384.902,0.06700320,219.824
408,73.836861,-178.496882,5380.693,5398.713,0.06701001,219.858
409,73.721665,-178.659377,5394.461,5412.526,0.06701707,219.892
410,73.606425,-178.820598,5408.231,5426.343,0.06702413,219.927
411,73.491140,-178.980569,5422.005,5440.163,0.06703132,219.960
412,73.375813,-179.139315,5435.781,5453.985,0.06703863,219.994
413,73.260444,-179.296862,5449.560,5467.810,0.06704600,220.027
414,73.145035,-179.453232,5463.341,5481.637,0.06705354,220.061
415,73.029587,-179.608448,5477.125,5495.468,0.06706119,220.094
416,72.914102,-179.762534,5490.912,5509.301,0.06706899,220.127
417,72.798579,-179.915510,5504.702,5523.136,0.06707688,220.159
418,72.683022,179.932601,5518.493,5536.975,0.06708482,220.192
419,72.567430,179.781778,5532.288,5550.815,0.06709296,220.224
420,72.451805,179.632003,5546.085,5564.658,0.06710114,220.256
421,72.336148,179.483254,5559.884,5578.504,0.06710947,220.287
422,72.220460,179.335512,5573.686,5592.352,0.06711805,220.319
423,72.104743,179.188758,5587.490,5606.202,0.06712649,220.350
424,71.988997,179.042975,5601.296,5620.054,0.06713533,220.381
425,71.873223,178.898144,5615.104,5633.909,0.06714410,220.412
426,71.757424,178.754247,5628.915,5647.766,0.06715291,220.442
427,71.641599,178.611267,5642.728,5661.625,0.06716200,220.473
428,71.525750,178.469188,5656.543,5675.486,0.06717102,220.503
429,71.409879,178.327993,5670.360,5689.349,0.06718035,220.532
430,71.293985,178.187666,5684.179,5703.214,0.06718962,220.562
431,71.178071,178.048192,5697.999,5717.082,0.06719920,220.591
432,71.062136,177.909556,5711.822,5730.951,0.06720868,220.620
433,70.946183,177.771741,5725.647,5744.822,0.06721852,220.649
434,70.830213,177.634735,5739.473,5758.694,0.06722829,220.677
435,70.714226,177.498522,5753.301,5772.569,0.06723820,220.705
436,70.598223,177.363089,5767.131,5786.445,0.06724817,220.733
437,70.482206,177.228422,5780.963,5800.323,0.06725834,220.760
438,70.366175,177.094508,5794.796,5814.202,0.06726875,220.788
439,70.250132,176.961334,5808.630,5828.083,0.06727910,220.815
440,70.134077,176.828886,5822.466,5841.965,0.06728945,220.841
441,70.018012,176.697153,5836.304,5855.849,0.06730007,220.868
442,69.901938,176.566123,5850.143,5869.734,0.06731091,220.894
443,69.785856,176.435783,5863.983,5883.621,0.06732178,220.919
444,69.669766,176.306121,5877.824,5897.509,0.06733271,220.945
445,69.553670,176.177127,5891.667,5911.398,0.06734383,220.970
446,69.437568,176.048788,5905.511,5925.288,0.06735489,220.995
447,69.321463,175.921095,5919.356,5939.179,0.06736619,221.019
448,69.205354,175.794036,5933.202,5953.072,0.06737749,221.043
449,69.089243,175.667600,5947.049,5966.965,0.06738908,221.067
450,68.973130,175.541778,5960.897,5980.859,0.06740069,221.090
451,68.857018,175.416560,5974.745,5994.754,0.06741253,221.113
452,68.740906,175.291934,5988.595,6008.650,0.06742421,221.136
453,68.624795,175.167893,6002.445,6022.547,0.06743623,221.159
454,68.508688,175.044425,6016.296,6036.444,0.06744824,221.181
455,68.392584,174.921523,6030.148,6050.343,0.06746026,221.202
456,68.276485,174.799176,6044.000,6064.241,0.06747278,221.224
457,68.160392,174.677376,6057.853,6078.140,0.06748499,221.245
458,68.044305,174.556113,6071.706,6092.040,0.06749764,221.266
459,67.928226,174.435380,6085.560,6105.940,0.06751011,221.286
460,67.812155,174.315168,6099.414,6119.840,0.06752289,221.306
461,67.696094,174.195468,6113.268,6133.741,0.06753567,221.325
462,67.580044,174.076273,6127.122,6147.642,0.06754866,221.345
463,67.464006,173.957574,6140.977,6161.543,0.06756177,221.363
464,67.347979,173.839364,6154.832,6175.444,0.06757487,221.382
465,67.231967,173.721634,6168.686,6189.345,0.06758818,221.400
466,67.115969,173.604378,6182.541,6203.246,0.06760148,221.418
467,66.999986,173.487587,6196.396,6217.147,0.06761485,221.435
468,66.884020,173.371255,6210.250,6231.048,0.06762834,221.452
469,66.768072,173.255374,6224.104,6244.948,0.06764216,221.469
470,66.652141,173.139938,6237.958,6258.849,0.06765591,221.485
471,66.536231,173.024939,6251.812,6272.749,0.06766981,221.501
472,66.420340,172.910371,6265.665,6286.648,0.06768388,221.516
473,66.304471,172.796227,6279.517,6300.547,0.06769796,221.531
474,66.188624,172.682501,6293.370,6314.446,0.06771224,221.546
475,66.072800,172.569185,6307.221,6328.344,0.06772624,221.560
476,65.957001,172.456274,6321.072,6342.241,0.06774085,221.573
477,65.841227,172.343762,6334.922,6356.137,0.06775539,221.587
478,65.725479,172.231641,6348.771,6370.033,0.06776998,221.600
479,65.609758,172.119908,6362.620,6383.928,0.06778459,221.612
480,65.494065,172.008554,6376.467,6397.822,0.06779937,221.625
481,65.378401,171.897576,6390.314,6411.715,0.06781437,221.636
482,65.262768,171.786966,6404.160,6425.607,0.06782936,221.648
483,65.147165,171.676719,6418.004,6439.497,0.06784455,221.658
484,65.031594,171.566831,6431.847,6453.387,0.06785974,221.669
485,64.916056,171.457294,6445.689,6467.275,0.06787512,221.679
486,64.800552,171.348105,6459.530,6481.162,0.06789038,221.689
487,64.685083,171.239257,6473.369,6495.048,0.06790590,221.698
488,64.569650,171.130746,6487.207,6508.932,0.06792161,221.707
489,64.454254,171.022566,6501.043,6522.814,0.06793726,221.715
490,64.338895,170.914712,6514.878,6536.695,0.06795304,221.723
491,64.223575,170.807180,6528.711,6550.575,0.06796894,221.731
492,64.108295,170.699965,6542.542,6564.452,0.06798492,221.738
493,63.993055,170.593061,6556.371,6578.328,0.06800084,221.744
494,63.877857,170.486464,6570.199,6592.202,0.06801714,221.751
495,63.762702,170.380170,6584.025,6606.074,0.06803346,221.757
496,63.647590,170.274173,6597.849,6619.944,0.06804976,221.762
497,63.532522,170.168470,6611.670,6633.812,0.06806619,221.767
498,63.417500,170.063055,6625.490,6647.678,0.06808284,221.771
499,63.302525,169.957926,6639.308,6661.542,0.06809948,221.776
500,63.187596,169.853076,6653.123,6675.404,0.06811605,221.779
501,63.072717,169.748502,6666.936,6689.263,0.06813309,221.782
502,62.957886,169.644199,6680.746,6703.120,0.06814972,221.785
503,62.843105,169.540165,6694.554,6716.974,0.06816697,221.787
504,62.728376,169.436393,6708.360,6730.826,0.06818400,221.789
505,62.613699,169.332881,6722.163,6744.675,0.06820112,221.791
506,62.499075,169.229625,6735.963,6758.522,0.06821830,221.792
507,62.384505,169.126620,6749.761,6772.366,0.06823573,221.792
508,62.269990,169.023863,6763.556,6786.207,0.06825324,221.793
509,62.155531,168.921350,6777.348,6800.045,0.06827062,221.792
510,62.041129,168.819077,6791.137,6813.880,0.06828832,221.791
511,61.926785,168.717040,6804.924,6827.713,0.06830584,221.790
512,61.812500,168.615236,6818.707,6841.542,0.06832373,221.789
513,61.698274,168.513662,6832.487,6855.369,0.06834159,221.787
514,61.584109,168.412312,6846.264,6869.192,0.06835951,221.784
515,61.470006,168.311185,6860.038,6883.012,0.06837749,221.781
516,61.355966,168.210277,6873.808,6896.828,0.06839573,221.778
517,61.241989,168.109584,6887.575,6910.641,0.06841385,221.774
518,61.128076,168.009103,6901.339,6924.451,0.06843205,221.770
519,61.014229,167.908830,6915.099,6938.257,0.06845036,221.765
520,60.900449,167.808762,6928.856,6952.060,0.06846888,221.760
521,60.786736,167.708896,6942.609,6965.859,0.06848727,221.754
522,60.673091,167.609229,6956.359,6979.655,0.06850594,221.748
523,60.559515,167.509758,6970.104,6993.447,0.06852446,221.742
524,60.446010,167.410479,6983.846,7007.235,0.06854320,221.735
525,60.332575,167.311389,6997.584,7021.019,0.06856205,221.727
526,60.219213,167.212485,7011.319,7034.799,0.06858079,221.719
527,60.105924,167.113765,7025.049,7048.575,0.06859967,221.711
528,59.992709,167.015225,7038.775,7062.347,0.06861866,221.703
529,59.879568,166.916862,7052.497,7076.115,0.06863781,221.694
530,59.766504,166.818673,7066.215,7089.879,0.06865696,221.684
531,59.653516,166.720656,7079.929,7103.639,0.06867624,221.674
532,59.540606,166.622807,7093.638,7117.394,0.06869525,221.664
533,59.427774,166.525124,7107.343,7131.145,0.06871474,221.653
534,59.315022,166.427604,7121.044,7144.891,0.06873430,221.642
535,59.202351,166.330245,7134.740,7158.634,0.06875353,221.630
536,59.089761,166.233042,7148.432,7172.371,0.06877329,221.618
537,58.977253,166.135995,7162.119,7186.104,0.06879286,221.605
538,58.864828,166.039099,7175.801,7199.832,0.06881243,221.592
539,58.752488,165.942353,7189.479,7213.556,0.06883207,221.579
540,58.640233,165.845753,7203.152,7227.275,0.06885198,221.565
541,58.528064,165.749298,7216.820,7240.989,0.06887183,221.551
542,58.415981,165.652984,7230.484,7254.698,0.06889181,221.536
543,58.303987,165.556810,7244.142,7268.402,0.06891181,221.521
544,58.192081,165.460772,7257.796,7282.101,0.06893180,221.506
545,58.080265,165.364868,7271.444,7295.796,0.06895186,221.490
546,57.968540,165.269095,7285.087,7309.485,0.06897201,221.474
547,57.856906,165.173452,7298.726,7323.169,0.06899220,221.457
548,57.745364,165.077935,7312.359,7336.847,0.06901261,221.440
549,57.633916,164.982543,7325.987,7350.521,0.06903283,221.423
550,57.522562,164.887273,7339.609,7364.189,0.06905325,221.405
