index,lat_deg,lon_deg,cumulative_surface_distance_km,cumulative_flight_distance_km,density_kg_m3,temperature_k
551,57.411304,164.792122,7353.226,7377.852,0.06907366,221.386
552,57.300141,164.697088,7366.838,7391.509,0.06909409,221.368
553,57.189075,164.602170,7380.444,7405.161,0.06911466,221.349
554,57.078107,164.507364,7394.045,7418.807,0.06913523,221.329
555,56.967238,164.412668,7407.640,7432.448,0.06915580,221.309
556,56.856468,164.318081,7421.230,7446.083,0.06917671,221.289
557,56.745799,164.223599,7434.814,7459.713,0.06919730,221.268
558,56.635231,164.129222,7448.392,7473.336,0.06921809,221.247
559,56.524766,164.034945,7461.965,7486.954,0.06923896,221.226
560,56.414403,163.940768,7475.532,7500.566,0.06925981,221.204
561,56.304145,163.846688,7489.092,7514.173,0.06928069,221.182
562,56.193992,163.752704,7502.647,7527.773,0.06930171,221.159
563,56.083944,163.658812,7516.196,7541.368,0.06932259,221.137
564,55.974003,163.565011,7529.739,7554.956,0.06934367,221.113
565,55.864170,163.471299,7543.276,7568.538,0.06936471,221.090
566,55.754445,163.377673,7556.807,7582.115,0.06938588,221.065
567,55.644829,163.284132,7570.332,7595.685,0.06940698,221.041
568,55.535324,163.190674,7583.851,7609.249,0.06942828,221.016
569,55.425929,163.097296,7597.363,7622.806,0.06944960,220.991
570,55.316647,163.003997,7610.870,7636.358,0.06947079,220.966
571,55.207477,162.910774,7624.369,7649.903,0.06949218,220.940
572,55.098421,162.817626,7637.863,7663.442,0.06951351,220.914
573,54.989479,162.724550,7651.350,7676.974,0.06953493,220.887
574,54.880653,162.631545,7664.831,7690.500,0.06955621,220.860
575,54.771943,162.538609,7678.305,7704.020,0.06957769,220.833
576,54.663349,162.445740,7691.773,7717.532,0.06959912,220.806
577,54.554874,162.352936,7705.235,7731.039,0.06962068,220.778
578,54.446517,162.260194,7718.689,7744.539,0.06964234,220.750
579,54.338280,162.167514,7732.138,7758.032,0.06966370,220.721
580,54.230163,162.074893,7745.579,7771.519,0.06968543,220.692
581,54.122167,161.982330,7759.014,7784.999,0.06970701,220.663
582,54.014294,161.889822,7772.442,7798.472,0.06972867,220.634
583,53.906543,161.797367,7785.864,7811.938,0.06975041,220.604
584,53.798916,161.704965,7799.279,7825.398,0.06977215,220.574
585,53.691413,161.612613,7812.686,7838.851,0.06979384,220.543
586,53.584036,161.520309,7826.088,7852.297,0.06981552,220.513
587,53.476785,161.428051,7839.482,7865.736,0.06983729,220.482
588,53.369660,161.335839,7852.869,7879.168,0.06985901,220.450
589,53.262664,161.243669,7866.250,7892.593,0.06988096,220.419
590,53.155796,161.151540,7879.623,7906.011,0.06990276,220.387
591,53.049057,161.059451,7892.990,7919.423,0.06992462,220.355
592,52.942448,160.967400,7906.349,7932.827,0.06994642,220.322
593,52.835971,160.875384,7919.702,7946.224,0.06996848,220.289
594,52.729625,160.783403,7933.047,7959.614,0.06999023,220.256
595,52.623412,160.691454,7946.386,7972.998,0.07001224,220.223
596,52.517332,160.599536,7959.717,7986.374,0.07003407,220.189
597,52.411386,160.507647,7973.041,7999.742,0.07005604,220.156
598,52.305575,160.415786,7986.358,8013.104,0.07007800,220.121
599,52.199899,160.323951,7999.668,8026.459,0.07009999,220.087
600,52.094360,160.232139,8012.971,8039.806,0.07012205,220.052
601,51.988959,160.140350,8026.267,8053.146,0.07014411,220.017
602,51.883695,160.048582,8039.555,8066.479,0.07016617,219.982
603,51.778570,159.956833,8052.836,8079.805,0.07018799,219.947
604,51.673584,159.865102,8066.110,8093.123,0.07021006,219.911
605,51.568739,159.773386,8079.377,8106.434,0.07023215,219.875
606,51.464034,159.681684,8092.637,8119.738,0.07025426,219.839
607,51.359472,159.589996,8105.889,8133.035,0.07027616,219.803
608,51.255052,159.498318,8119.134,8146.324,0.07029827,219.766
609,51.150775,159.406649,8132.371,8159.606,0.07032039,219.729
610,51.046642,159.314989,8145.602,8172.881,0.07034238,219.692
611,50.942654,159.223334,8158.825,8186.148,0.07036445,219.655
612,50.838811,159.131685,8172.040,8199.408,0.07038645,219.618
613,50.735115,159.040038,8185.249,8212.660,0.07040873,219.580
614,50.631565,158.948393,8198.450,8225.906,0.07043070,219.542
615,50.528163,158.856747,8211.643,8239.143,0.07045272,219.504
616,50.424909,158.765100,8224.829,8252.374,0.07047490,219.466
617,50.321805,158.673450,8238.008,8265.597,0.07049674,219.427
618,50.218850,158.581795,8251.180,8278.813,0.07051886,219.389
619,50.116045,158.490133,8264.344,8292.021,0.07054099,219.350
620,50.013392,158.398464,8277.501,8305.222,0.07056305,219.311
621,49.910891,158.306785,8290.651,8318.416,0.07058505,219.271
622,49.808542,158.215096,8303.793,8331.602,0.07060701,219.232
623,49.706347,158.123394,8316.928,8344.781,0.07062909,219.192
624,49.604305,158.031678,8330.056,8357.952,0.07065106,219.152
625,49.502418,157.939946,8343.176,8371.116,0.07067323,219.112
626,49.400687,157.848197,8356.289,8384.273,0.07069514,219.072
627,49.299111,157.756430,8369.394,8397.423,0.07071713,219.032
628,49.197692,157.664643,8382.493,8410.565,0.07073911,218.992
629,49.096431,157.572834,8395.584,8423.700,0.07076118,218.951
630,48.995327,157.481002,8408.667,8436.827,0.07078306,218.910
631,48.894382,157.389145,8421.744,8449.947,0.07080507,218.869
632,48.793597,157.297262,8434.813,8463.060,0.07082689,218.828
633,48.692971,157.205352,8447.875,8476.166,0.07084885,218.787
634,48.592506,157.113413,8460.930,8489.265,0.07087082,218.746
635,48.492203,157.021443,8473.977,8502.356,0.07089267,218.704
636,48.392061,156.929441,8487.017,8515.440,0.07091465,218.663
637,48.292082,156.837406,8500.050,8528.516,0.07093637,218.621
638,48.192266,156.745335,8513.076,8541.586,0.07095838,218.579
639,48.092614,156.653228,8526.095,8554.648,0.07098004,218.537
640,47.993126,156.561083,8539.107,8567.704,0.07100193,218.495
641,47.893804,156.468899,8552.112,8580.752,0.07102361,218.453
642,47.794647,156.376674,8565.109,8593.793,0.07104537,218.410
643,47.695656,156.284407,8578.100,8606.827,0.07106720,218.368
644,47.596833,156.192095,8591.083,8619.854,0.07108871,218.326
645,47.498177,156.099739,8604.060,8632.874,0.07111055,218.283
646,47.399689,156.007335,8617.029,8645.887,0.07113215,218.240
647,47.301370,155.914884,8629.992,8658.893,0.07115395,218.197
648,47.203220,155.822383,8642.948,8671.893,0.07117555,218.154
649,47.105240,155.729830,8655.897,8684.885,0.07119702,218.111
650,47.007431,155.637225,8668.839,8697.870,0.07121884,218.068
651,46.909793,155.544567,8681.774,8710.849,0.07124034,218.025
652,46.812326,155.451852,8694.703,8723.821,0.07126184,217.982
653,46.715032,155.359081,8707.625,8736.786,0.07128334,217.938
654,46.617910,155.266251,8720.540,8749.745,0.07130484,217.895
655,46.520962,155.173362,8733.449,8762.696,0.07132616,217.852
656,46.424188,155.080411,8746.351,8775.642,0.07134756,217.808
657,46.327589,154.987397,8759.246,8788.580,0.07136902,217.765
658,46.231164,154.894319,8772.135,8801.513,0.07139022,217.721
659,46.134915,154.801176,8785.018,8814.438,0.07141171,217.677
660,46.038843,154.707966,8797.894,8827.358,0.07143292,217.633
661,45.942947,154.614687,8810.764,8840.271,0.07145415,217.590
662,45.847228,154.521338,8823.628,8853.177,0.07147551,217.546
663,45.751687,154.427918,8836.485,8866.078,0.07149661,217.502
664,45.656325,154.334425,8849.336,8878.972,0.07151780,217.458
665,45.561141,154.240857,8862.181,8891.860,0.07153891,217.414
666,45.466137,154.147214,8875.020,8904.742,0.07155997,217.370
667,45.371313,154.053494,8887.853,8917.618,0.07158104,217.326
668,45.276669,153.959695,8900.680,8930.487,0.07160196,217.282
669,45.182206,153.865816,8913.501,8943.351,0.07162304,217.238
670,45.087924,153.771855,8926.316,8956.210,0.07164407,217.194
671,44.993825,153.677811,8939.125,8969.062,0.07166502,217.149
672,44.899907,153.583684,8951.929,8981.908,0.07168564,217.105
673,44.806173,153.489470,8964.727,8994.749,0.07170668,217.061
674,44.712622,153.395169,8977.520,9007.585,0.07172738,217.017
675,44.619256,153.300779,8990.306,9020.414,0.07174817,216.973
676,44.526073,153.206299,9003.088,9033.239,0.07176882,216.929
677,44.433075,153.111727,9015.864,9046.058,0.07178940,216.884
678,44.340263,153.017062,9028.635,9058.871,0.07181021,216.840
679,44.247637,152.922303,9041.401,9071.680,0.07183074,216.796
680,44.155197,152.827447,9054.161,9084.483,0.07185121,216.752
681,44.062944,152.732494,9066.916,9097.281,0.07187191,216.707
682,43.970877,152.637443,9079.667,9110.074,0.07189231,216.663
683,43.878999,152.542291,9092.412,9122.862,0.07191268,216.619
684,43.787309,152.447037,9105.153,9135.646,0.07193304,216.575
685,43.695807,152.351679,9117.889,9148.424,0.07195348,216.531
686,43.604494,152.256217,9130.620,9161.198,0.07197373,216.487
687,43.513371,152.160649,9143.347,9173.967,0.07199404,216.443
688,43.422438,152.064973,9156.069,9186.732,0.07201416,216.398
689,43.331695,151.969188,9168.787,9199.493,0.07203429,216.354
690,43.241143,151.873292,9181.500,9212.249,0.07205449,216.310
691,43.150781,151.777284,9194.210,9225.000,0.07207456,216.266
692,43.060612,151.681163,9206.915,9237.748,0.07209457,216.222
693,42.970635,151.584927,9219.616,9250.492,0.07211451,216.178
694,42.880848,151.488575,9232.313,9263.232,0.07213433,216.135
695,42.791252,151.392109,9245.007,9275.968,0.07215430,216.091
696,42.701843,151.295528,9257.697,9288.700,0.07217419,216.047
697,42.612620,151.198833,9270.384,9301.429,0.07219389,216.003
698,42.523582,151.102025,9283.067,9314.156,0.07221380,215.959
699,42.434727,151.005104,9295.748,9326.878,0.07223330,215.916
700,42.346052,150.908072,9308.425,9339.599,0.07225296,215.872
701,42.257558,150.810927,9321.100,9352.316,0.07227261,215.828
702,42.169241,150.713672,9333.773,9365.031,0.07229207,215.785
703,42.081100,150.616306,9346.443,9377.744,0.07231167,215.741
704,41.993134,150.518830,9359.111,9390.454,0.07233121,215.698
705,41.905340,150.421245,9371.777,9403.163,0.07235061,215.655
706,41.817718,150.323552,9384.442,9415.869,0.07236988,215.611
707,41.730266,150.225750,9397.104,9428.574,0.07238917,215.568
708,41.642981,150.127840,9409.765,9441.278,0.07240845,215.525
709,41.555863,150.029824,9422.425,9453.980,0.07242782,215.481
710,41.468909,149.931701,9435.083,9466.681,0.07244685,215.438
711,41.382119,149.833472,9447.741,9479.380,0.07246608,215.395
712,41.295490,149.735138,9460.397,9492.079,0.07248512,215.352
713,41.209022,149.636700,9473.053,9504.777,0.07250416,215.309
714,41.122712,149.538157,9485.708,9517.475,0.07252307,215.266
715,41.036558,149.439511,9498.362,9530.172,0.07254219,215.223
716,40.950560,149.340762,9511.017,9542.868,0.07256098,215.181
717,40.864716,149.241911,9523.671,9555.565,0.07257997,215.138
718,40.779024,149.142959,9536.325,9568.261,0.07259870,215.095
719,40.693482,149.043905,9548.979,9580.958,0.07261757,215.053
720,40.608090,148.944751,9561.633,9593.654,0.07263631,215.010
721,40.522845,148.845498,9574.288,9606.351,0.07265498,214.968
722,40.437746,148.746145,9586.943,9619.049,0.07267360,214.925
723,40.352792,148.646694,9599.598,9631.747,0.07269214,214.883
724,40.267981,148.547145,9612.255,9644.446,0.07271091,214.841
725,40.183311,148.447498,9624.912,9657.145,0.07272926,214.798
726,40.098782,148.347756,9637.570,9669.846,0.07274762,214.756
727,40.014391,148.247917,9650.230,9682.548,0.07276619,214.714
728,39.930137,148.147983,9662.890,9695.251,0.07278449,214.672
729,39.846019,148.047954,9675.552,9707.955,0.07280301,214.630
730,39.762035,147.947832,9688.216,9720.661,0.07282117,214.588
731,39.678183,147.847616,9700.881,9733.368,0.07283942,214.546
732,39.594463,147.747307,9713.547,9746.077,0.07285769,214.505
733,39.510873,147.646907,9726.216,9758.788,0.07287579,214.463
734,39.427411,147.546415,9738.886,9771.501,0.07289392,214.421
735,39.344076,147.445833,9751.558,9784.216,0.07291205,214.380
736,39.260867,147.345160,9764.233,9796.933,0.07293012,214.338
737,39.177782,147.244399,9776.910,9809.652,0.07294812,214.297
738,39.094819,147.143548,9789.589,9822.373,0.07296605,214.256
739,39.011978,147.042610,9802.270,9835.097,0.07298400,214.214
740,38.929257,146.941585,9814.954,9847.824,0.07300189,214.173
741,38.846654,146.840473,9827.641,9860.553,0.07301969,214.132
742,38.764169,146.739275,9840.330,9873.285,0.07303744,214.091
743,38.681799,146.637992,9853.022,9886.019,0.07305519,214.050
744,38.599544,146.536624,9865.718,9898.757,0.07307304,214.009
745,38.517402,146.435173,9878.416,9911.498,0.07309052,213.969
746,38.435371,146.333638,9891.117,9924.241,0.07310822,213.928
747,38.353451,146.232022,9903.821,9936.988,0.07312573,213.887
748,38.271640,146.130323,9916.529,9949.739,0.07314336,213.847
749,38.189937,146.028544,9929.240,9962.492,0.07316087,213.806
750,38.108340,145.926685,9941.954,9975.249,0.07317832,213.766
751,38.026848,145.824746,9954.672,9988.010,0.07319577,213.725
752,37.945461,145.722728,9967.394,10000.774,0.07321315,213.685
753,37.864175,145.620632,9980.119,10013.542,0.07323047,213.645
754,37.782991,145.518459,9992.848,10026.313,0.07324766,213.605
755,37.701907,145.416210,10005.581,10039.089,0.07326506,213.565
756,37.620921,145.313884,10018.318,10051.868,0.07328225,213.525
757,37.540033,145.211484,10031.058,10064.652,0.07329945,213.485
758,37.459241,145.109009,10043.803,10077.439,0.07331651,213.445
759,37.378544,145.006461,10056.552,10090.231,0.07333366,213.406
760,37.297941,144.903839,10069.305,10103.026,0.07335066,213.366
761,37.217429,144.801146,10082.062,10115.826,0.07336780,213.327
762,37.137009,144.698381,10094.824,10128.631,0.07338461,213.287
763,37.056679,144.595546,10107.590,10141.439,0.07340149,213.248
764,36.976438,144.492641,10120.360,10154.253,0.07341851,213.209
765,36.896284,144.389667,10133.135,10167.070,0.07343540,213.169
766,36.816217,144.286625,10145.915,10179.893,0.07345215,213.130
767,36.736234,144.183515,10158.699,10192.720,0.07346898,213.091
768,36.656336,144.080338,10171.488,10205.551,0.07348567,213.052
769,36.576520,143.977096,10184.281,10218.387,0.07350230,213.013
770,36.496786,143.873788,10197.079,10231.229,0.07351907,212.975
771,36.417132,143.770416,10209.882,10244.074,0.07353570,212.936
772,36.337557,143.666980,10222.690,10256.925,0.07355221,212.897
773,36.258061,143.563482,10235.503,10269.781,0.07356878,212.859
774,36.178641,143.459921,10248.321,10282.642,0.07358536,212.820
775,36.099297,143.356300,10261.144,10295.508,0.07360180,212.782
776,36.020028,143.252618,10273.972,10308.379,0.07361818,212.744
777,35.940832,143.148876,10286.805,10321.255,0.07363471,212.706
778,35.861709,143.045075,10299.643,10334.136,0.07365081,212.667
779,35.782656,142.941217,10312.486,10347.022,0.07366720,212.629
780,35.703675,142.837301,10325.335,10359.914,0.07368346,212.592
781,35.624762,142.733328,10338.189,10372.811,0.07369971,212.554
782,35.545917,142.629301,10351.048,10385.713,0.07371591,212.516
783,35.467139,142.525218,10363.912,10398.620,0.07373203,212.478
784,35.388427,142.421081,10376.782,10411.533,0.07374816,212.441
785,35.309779,142.316892,10389.658,10424.452,0.07376430,212.403
786,35.231196,142.212649,10402.538,10437.376,0.07378023,212.366
787,35.152674,142.108356,10415.424,10450.305,0.07379638,212.328
788,35.074215,142.004012,10428.316,10463.240,0.07381225,212.291
789,34.995816,141.899618,10441.213,10476.180,0.07382811,212.254
790,34.917476,141.795175,10454.116,10489.126,0.07384399,212.217
791,34.839195,141.690684,10467.024,10502.077,0.07385980,212.180
792,34.760972,141.586145,10479.938,10515.034,0.07387568,212.143
793,34.682805,141.481560,10492.857,10527.997,0.07389128,212.106
794,34.604693,141.376929,10505.782,10540.965,0.07390725,212.069
795,34.526635,141.272254,10518.713,10553.939,0.07392286,212.033
796,34.448631,141.167535,10531.649,10566.919,0.07393841,211.996
797,34.370680,141.062772,10544.591,10579.904,0.07395417,211.960
798,34.292780,140.957968,10557.539,10592.895,0.07396965,211.923
799,34.214930,140.853122,10570.492,10605.892,0.07398514,211.887
800,34.137130,140.748235,10583.452,10618.895,0.07400071,211.851
801,34.059379,140.643309,10596.416,10631.903,0.07401621,211.815
802,33.981675,140.538344,10609.387,10644.917,0.07403149,211.779
803,33.904017,140.433341,10622.364,10657.937,0.07404692,211.743
804,33.826405,140.328301,10635.346,10670.963,0.07406229,211.707
805,33.748838,140.223224,10648.334,10683.994,0.07407752,211.671
806,33.671315,140.118113,10661.327,10697.031,0.07409276,211.635
807,33.593835,140.012967,10674.327,10710.074,0.07410792,211.600
808,33.516397,139.907787,10687.332,10723.123,0.07412331,211.564
809,33.439000,139.802575,10700.343,10736.178,0.07413840,211.529
810,33.361643,139.697331,10713.360,10749.238,0.07415351,211.494
811,33.284325,139.592055,10726.383,10762.305,0.07416841,211.458
812,33.207046,139.486750,10739.411,10775.377,0.07418352,211.423
813,33.129804,139.381416,10752.446,10788.455,0.07419843,211.388
814,33.052599,139.276053,10765.486,10801.539,0.07421342,211.353
815,32.975429,139.170663,10778.532,10814.628,0.07422853,211.318
816,32.898295,139.065246,10791.583,10827.724,0.07424331,211.283
817,32.821194,138.959803,10804.641,10840.825,0.07425816,211.249
818,32.744127,138.854336,10817.704,10853.932,0.07427288,211.214
819,32.667092,138.748845,10830.773,10867.044,0.07428773,211.180
820,32.590088,138.643331,10843.848,10880.163,0.07430252,211.145
821,32.513115,138.537795,10856.928,10893.287,0.07431717,211.111
822,32.436172,138.432238,10870.014,10906.417,0.07433169,211.076
823,32.359258,138.326661,10883.106,10919.553,0.07434613,211.042
824,32.282373,138.221064,10896.204,10932.695,0.07436080,211.008
825,32.205514,138.115448,10909.308,10945.842,0.07437539,210.974
826,32.128682,138.009815,10922.417,10958.995,0.07438978,210.940
827,32.051876,137.904166,10935.531,10972.154,0.07440437,210.906
828,31.975095,137.798501,10948.652,10985.318,0.07441869,210.873
829,31.898339,137.692820,10961.778,10998.488,0.07443309,210.839
830,31.821605,137.587126,10974.910,11011.664,0.07444735,210.806
831,31.744895,137.481419,10988.047,11024.845,0.07446175,210.772
832,31.668206,137.375700,11001.190,11038.032,0.07447594,210.739
833,31.591538,137.269970,11014.338,11051.224,0.07449014,210.705
834,31.514891,137.164229,11027.492,11064.422,0.07450427,210.672
835,31.438264,137.058479,11040.652,11077.626,0.07451840,210.639
836,31.361655,136.952720,11053.817,11090.835,0.07453246,210.606
837,31.285065,136.846954,11066.987,11104.050,0.07454661,210.573
838,31.208492,136.741181,11080.163,11117.270,0.07456074,210.540
839,31.131936,136.635403,11093.345,11130.495,0.07457446,210.508
840,31.055395,136.529620,11106.531,11143.726,0.07458840,210.475
841,30.978871,136.423833,11119.724,11156.963,0.07460234,210.442
842,30.902360,136.318043,11132.921,11170.204,0.07461606,210.410
843,30.825864,136.212251,11146.124,11183.452,0.07462993,210.378
844,30.749381,136.106458,11159.332,11196.704,0.07464388,210.345
845,30.672910,136.000664,11172.546,11209.962,0.07465747,210.313
846,30.596451,135.894872,11185.764,11223.224,0.07467122,210.281
847,30.520004,135.789081,11198.988,11236.492,0.07468474,210.249
848,30.443566,135.683293,11212.217,11249.766,0.07469827,210.217
849,30.367139,135.577508,11225.451,11263.044,0.07471209,210.185
850,30.290721,135.471728,11238.690,11276.328,0.07472555,210.153
851,30.214311,135.365953,11251.935,11289.616,0.07473896,210.122
852,30.137909,135.260185,11265.184,11302.910,0.07475236,210.090
853,30.061515,135.154423,11278.438,11316.209,0.07476570,210.059
854,29.985126,135.048670,11291.697,11329.512,0.07477932,210.027
855,29.908744,134.942926,11304.962,11342.821,0.07479244,209.996
856,29.832368,134.837192,11318.231,11356.134,0.07480571,209.965
857,29.755995,134.731469,11331.504,11369.453,0.07481906,209.934
858,29.679627,134.625758,11344.783,11382.776,0.07483205,209.903
859,29.603263,134.520060,11358.067,11396.104,0.07484525,209.872
860,29.526901,134.414376,11371.355,11409.437,0.07485825,209.841
861,29.450542,134.308706,11384.648,11422.774,0.07487147,209.810
862,29.374184,134.203052,11397.945,11436.116,0.07488447,209.779
863,29.297827,134.097414,11411.247,11449.463,0.07489741,209.749
864,29.221471,133.991794,11424.554,11462.814,0.07491034,209.718
865,29.145114,133.886193,11437.865,11476.170,0.07492335,209.688
866,29.068757,133.780610,11451.181,11489.530,0.07493600,209.658
867,28.992399,133.675048,11464.501,11502.895,0.07494895,209.628
868,28.916039,133.569507,11477.825,11516.264,0.07496176,209.597
869,28.839677,133.463989,11491.154,11529.637,0.07497443,209.567
870,28.763311,133.358493,11504.487,11543.015,0.07498708,209.537
871,28.686942,133.253022,11517.825,11556.397,0.07499962,209.508
872,28.610569,133.147575,11531.166,11569.783,0.07501243,209.478
873,28.534192,133.042154,11544.512,11583.174,0.07502475,209.448
874,28.457809,132.936760,11557.862,11596.568,0.07503729,209.419
875,28.381421,132.831394,11571.215,11609.967,0.07504976,209.389
876,28.305027,132.726057,11584.573,11623.369,0.07506215,209.360
877,28.228626,132.620749,11597.935,11636.776,0.07507462,209.331
878,28.152217,132.515471,11611.301,11650.186,0.07508674,209.301
879,28.075801,132.410225,11624.670,11663.600,0.07509900,209.272
880,27.999377,132.305012,11638.044,11677.019,0.07511140,209.243
881,27.922944,132.199831,11651.421,11690.440,0.07512346,209.214
882,27.846502,132.094685,11664.801,11703.866,0.07513558,209.185
883,27.770050,131.989575,11678.186,11717.295,0.07514771,209.157
884,27.693588,131.884500,11691.574,11730.728,0.07515985,209.128
885,27.617115,131.779462,11704.965,11744.164,0.07517191,209.100
886,27.540631,131.674462,11718.360,11757.604,0.07518382,209.071
887,27.464135,131.569501,11731.759,11771.048,0.07519560,209.043
888,27.387628,131.464580,11745.161,11784.494,0.07520739,209.014
889,27.311107,131.359700,11758.566,11797.944,0.07521931,208.986
890,27.234574,131.254861,11771.974,11811.398,0.07523117,208.958
891,27.158026,131.150064,11785.386,11824.854,0.07524282,208.930
892,27.081465,131.045312,11798.801,11838.314,0.07525454,208.902
893,27.004890,130.940603,11812.219,11851.777,0.07526612,208.874
894,26.928299,130.835940,11825.640,11865.243,0.07527769,208.847
895,26.851694,130.731323,11839.064,11878.712,0.07528935,208.819
896,26.775072,130.626753,11852.490,11892.183,0.07530072,208.792
897,26.698434,130.522232,11865.920,11905.658,0.07531224,208.764
898,26.621780,130.417759,11879.353,11919.136,0.07532348,208.737
899,26.545108,130.313336,11892.788,11932.616,0.07533492,208.710
900,26.468419,130.208964,11906.226,11946.099,0.07534623,208.682
